Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
2022,42981,51102,11102,Forbes Public School,Forbes,NSW,2871,Government,Primary,School Single Entity,Individual Reporting,https://forbes-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,953,26,39,29,19,13,21,23.9,10,8,309,153,156,309,25,3,97,0
2022,42982,51049,11049,Geurie Public School,Geurie,NSW,2818,Government,Primary,School Single Entity,Individual Reporting,https://geurie-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,896,10,58,21,16,5,2,3.1,2,0.9,24,12,12,24,38,0,100,0
2022,42983,51037,11037,Gilgandra Public School,Gilgandra,NSW,2827,Government,Primary,School Single Entity,Individual Reporting,https://gilgandra-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,799,3,77,18,4,1,17,18.3,5,5.4,205,89,116,205,56,4,96,0
2022,42984,51050,11050,Girilambone Public School,Girilambone,NSW,2831,Government,Primary,School Single Entity,Individual Reporting,https://girilambon-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,972,34,34,23,20,22,2,1.6,2,0.9,17,10,7,17,24,0,100,0
2022,42985,50680,10680,Gol Gol Public School,Gol Gol,NSW,2738,Government,Primary,School Single Entity,Individual Reporting,https://golgol-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,1020,56,24,37,26,13,14,11.9,3,2.4,183,81,102,183,2,3,97,0
2022,42986,46406,6406,Goodooga Central School,Goodooga,NSW,2838,Government,Combined,School Single Entity,Individual Reporting,https://goodooga-c.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-12,Very Remote,640,0,92,8,0,0,9,8.8,12,4.8,35,17,18,35,97,89,11,0
2022,42987,56308,16308,Gooloogong Public School,Gooloogong,NSW,2805,Government,Primary,School Single Entity,Individual Reporting,https://gooloogong-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,950,25,43,35,18,4,1,2.8,1,0.9,29,15,14,29,3,18,82,0
2022,42988,51026,11026,Grenfell Public School,Grenfell,NSW,2810,Government,Primary,School Single Entity,Individual Reporting,https://grenfell-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,964,30,44,29,21,6,8,10.4,2,2.2,174,80,94,174,14,2,98,0
2022,42989,46459,6459,Gulargambone Central School,Gulargambone,NSW,2828,Government,Combined,School Single Entity,Individual Reporting,https://gulargambo-c.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,693,1,88,11,2,0,8,11.8,6,5,74,33,41,74,81,0,100,0
2022,42990,51085,11085,Gulgong Public School,Gulgong,NSW,2852,Government,Primary,School Single Entity,Individual Reporting,https://gulgong-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,897,10,67,23,8,2,17,21.5,7,6.1,309,156,153,309,18,3,97,0
2022,42991,49391,9391,Gwabegar Public School,Gwabegar,NSW,2356,Government,Primary,School Single Entity,Individual Reporting,https://gwabegar-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,683,1,100,0,0,0,1,1.6,1,1.1,9,2,7,9,67,0,100,0
2022,42992,56233,16233,Hampton Public School,Hampton,NSW,2790,Government,Primary,School Single Entity,Individual Reporting,https://hampton-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1167,97,0,0,75,25,1,1.5,2,0.8,8,4,4,8,0,13,88,0
2022,42993,51074,11074,Hargraves Public School,Hargraves,NSW,2850,Government,Primary,School Single Entity,Individual Reporting,http://www.hargraves-p.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,856,5,80,17,3,0,2,1.6,1,0.7,13,4,9,13,31,0,100,0
2022,42994,51051,11051,Hermidale Public School,Hermidale,NSW,2831,Government,Primary,School Single Entity,Individual Reporting,https://hermidale-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,878,7,60,29,11,0,4,1.4,1,0.7,7,4,3,7,29,0,100,0
2022,42995,51075,11075,Hill End Public School,Hill End,NSW,2850,Government,Primary,School Single Entity,Individual Reporting,https://hillend-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,1045,67,20,26,30,24,2,1.5,1,0.9,10,5,5,10,0,0,100,0
2022,42996,50972,10972,Holmwood Public School,Cowra,NSW,2794,Government,Primary,School Single Entity,Individual Reporting,https://holmwood-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,862,6,65,22,12,1,2,2.8,1,0.9,34,12,22,34,32,3,97,0
2022,42997,51076,11076,Ilford Public School,Ilford,NSW,2850,Government,Primary,School Single Entity,Individual Reporting,https://ilford-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,966,31,44,48,7,1,2,3.2,2,0.9,21,10,11,21,0,0,100,0
2022,42998,46476,6476,Ivanhoe Central School,Ivanhoe,NSW,2878,Government,Combined,School Single Entity,Individual Reporting,https://ivanhoe-c.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-12,Very Remote,747,2,75,11,14,0,8,8.8,6,4.1,25,16,9,25,64,12,88,0
2022,42999,51070,11070,Kandos Public School,Kandos,NSW,2848,Government,Primary,School Single Entity,Individual Reporting,https://kandos-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,867,6,72,18,8,2,8,13.6,6,4.9,138,71,67,138,26,3,97,0
2022,43000,50980,10980,Kelso Public School,Kelso,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://kelso-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,868,6,65,22,11,3,27,31.6,13,12.4,347,160,187,347,33,5,95,0
2022,43001,51022,11022,Koorawatha Public School,Koorawatha,NSW,2807,Government,Primary,School Single Entity,Individual Reporting,https://koorawatha-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,795,3,83,17,0,0,1,1.7,2,1,6,2,4,6,17,0,100,0
2022,43002,56309,16309,Lightning Ridge Central School,Lightning Ridge,NSW,2834,Government,Combined,School Single Entity,Individual Reporting,https://lightningr-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Remote,821,3,66,20,10,4,26,38,13,12.2,349,175,174,349,53,8,92,0
2022,43003,50963,10963,Lithgow Public School,Lithgow,NSW,2790,Government,Primary,School Single Entity,Individual Reporting,https://lithgow-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,936,20,54,29,12,5,24,29.3,8,8,357,158,199,357,15,6,94,0
2022,43004,51077,11077,Lue Public School,Lue,NSW,2850,Government,Primary,School Single Entity,Individual Reporting,https://lue-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,888,8,70,25,3,3,2,1.9,1,0.7,23,11,12,23,22,0,100,0
2022,43005,50993,10993,Lyndhurst Public School,Lyndhurst,NSW,2797,Government,Primary,School Single Entity,Individual Reporting,https://lyndhurst-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,812,3,67,22,12,0,2,1.6,4,1.3,12,9,3,12,33,0,100,0
2022,43007,51088,11088,Manildra Public School,Manildra,NSW,2865,Government,Primary,School Single Entity,Individual Reporting,https://manildra-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,972,34,33,41,22,3,2,3.9,2,1.5,54,24,30,54,13,2,98,0
2022,43008,50982,10982,Meadow Flat Public School,Meadow Flat,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://meadowflat-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,937,20,49,28,18,5,2,3.9,2,0.9,55,28,27,55,15,8,92,0
2022,43009,51065,11065,Mendooran Central School,Mendooran,NSW,2842,Government,Combined,School Single Entity,Individual Reporting,https://mendooran-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,883,8,59,26,11,4,12,11.6,6,5.4,109,59,50,109,33,4,96,0
2022,43010,46484,6484,Menindee Central School,Menindee,NSW,2879,Government,Combined,School Single Entity,Individual Reporting,https://menindee-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Very Remote,741,2,73,17,9,1,17,16.4,9,5,75,32,43,74.2,79,10,90,0
2022,43011,50995,10995,Millthorpe Public School,Millthorpe,NSW,2798,Government,Primary,School Single Entity,Individual Reporting,https://millthorpe-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1047,68,16,27,28,29,12,15.1,3,2.6,271,131,140,271,11,4,96,0
2022,43012,51090,11090,Molong Central School,Molong,NSW,2866,Government,Combined,School Single Entity,Individual Reporting,https://molong-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Inner Regional,940,21,49,30,14,7,36,41.5,11,9,446,218,228,446,17,3,97,0
2022,43013,51079,11079,Mudgee Public School,Mudgee,NSW,2850,Government,Primary,School Single Entity,Individual Reporting,http://www.mudgeepublic.com.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,935,19,50,28,14,7,37,42.4,10,10.3,623,305,318,623,19,5,95,0
2022,43014,51008,11008,Mullion Creek Public School,Mullion Creek,NSW,2800,Government,Primary,School Single Entity,Individual Reporting,https://mullionck-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1022,56,23,37,25,15,4,3.7,3,1.5,77,36,41,77,4,3,97,0
2022,43015,51006,11006,Clergate Public School,Clergate,NSW,2800,Government,Primary,School Single Entity,Individual Reporting,https://clergate-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,975,35,34,40,19,8,4,4.9,4,1.5,85,39,46,85,12,0,100,0
2022,43016,51028,11028,Mumbil Public School,Mumbil,NSW,2820,Government,Primary,School Single Entity,Individual Reporting,https://mumbil-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,795,3,91,9,0,0,1,1.6,4,1,10,6,4,10,30,0,100,0
2022,43017,51033,11033,Narromine Public School,Narromine,NSW,2821,Government,Primary,School Single Entity,Individual Reporting,https://narromine-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,824,3,62,24,12,2,15,19.5,6,5.7,248,109,139,248,59,2,98,0
2022,43018,51009,11009,Nashdale Public School,Nashdale,NSW,2800,Government,Primary,School Single Entity,Individual Reporting,https://nashdale-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1076,78,8,28,33,30,6,7.2,3,1.7,134,55,79,134,3,5,95,0
2022,43019,51000,11000,Neville Public School,Neville,NSW,2799,Government,Primary,School Single Entity,Individual Reporting,https://neville-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,951,25,54,29,10,7,1,1.5,2,1,15,4,11,15,0,7,93,0
2022,43020,51035,11035,Nyngan Public School,Nyngan,NSW,2825,Government,Primary,School Single Entity,Individual Reporting,https://nyngan-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,800,3,72,17,5,6,11,13,4,2.9,120,60,60,120,60,3,97,0
2022,43021,50959,10959,Oberon Public School,Oberon,NSW,2787,Government,Primary,School Single Entity,Individual Reporting,https://oberon-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,938,20,58,28,12,2,12,14.3,6,3.5,219,113,106,219,11,7,93,0
2022,43022,50984,10984,O'Connell Public School,O'Connell,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://oconnell-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1065,74,17,22,28,32,3,5,2,1.5,79,31,48,79,3,0,100,0
2022,43023,51010,11010,Orange East Public School,Orange,NSW,2800,Government,Primary,School Single Entity,Individual Reporting,https://orangeeast-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,948,24,45,34,14,7,15,16.7,4,2.5,265,106,159,265,18,4,96,0
2022,43024,51097,11097,Parkes Public School,Parkes,NSW,2870,Government,Primary,School Single Entity,Individual Reporting,https://parkes-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,904,11,55,28,13,5,25,30.7,8,9.7,365,185,180,365,28,4,96,0
2022,43025,51092,11092,Peak Hill Central School,Peak Hill,NSW,2869,Government,Combined,School Single Entity,Individual Reporting,https://peakhill-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,785,2,72,22,6,1,16,18.6,10,6.4,145,70,75,145,71,0,100,0
2022,43026,50985,10985,Perthville Public School,Perthville,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://perthville-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,982,38,35,35,20,11,8,9.1,3,1.7,131,71,60,131,11,5,95,0
2022,43027,50472,10472,Pomona Public School,Pomona,NSW,2648,Government,Primary,School Single Entity,Individual Reporting,http://www.pomona-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,978,37,31,53,13,4,1,3.2,1,0.9,17,7,10,17,6,0,100,0
2022,43028,50473,10473,Pooncarie Public School,Pooncarie,NSW,2648,Government,Primary,School Single Entity,Individual Reporting,https://pooncarie-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,,,,,,,1,1.5,1,1,2,1,1,2,0,0,100,0
2022,43029,46350,6350,Portland Central School,Portland,NSW,2847,Government,Combined,School Single Entity,Individual Reporting,https://portland-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Inner Regional,863,6,73,19,8,1,15,19.5,7,8.9,178,96,82,178,29,7,93,0
2022,43030,51054,11054,Quambone Public School,Quambone,NSW,2831,Government,Primary,School Single Entity,Individual Reporting,https://quambone-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Remote,832,4,89,11,0,0,1,1.6,2,1,11,5,6,11,27,0,100,0
2022,43031,50653,10653,Quandialla Public School,Quandialla,NSW,2721,Government,Primary,School Single Entity,Individual Reporting,https://quandialla-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,966,31,56,24,11,9,1,3.1,2,1.2,19,13,6,19,0,0,100,0
2022,43032,50986,10986,Raglan Public School,Raglan,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://raglan-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,978,37,40,35,19,6,13,13.6,4,2.5,233,116,117,233,6,6,94,0
2022,43033,50987,10987,Rockley Public School,Rockley,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://rockley-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,935,19,64,22,11,2,1,1.5,2,0.7,13,4,9,13,8,0,100,0
2022,43034,51073,11073,Rylstone Public School,Rylstone,NSW,2849,Government,Primary,School Single Entity,Individual Reporting,https://rylstone-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,1000,46,33,34,21,12,4,4,3,1.5,70,35,35,70,4,3,97,0
2022,43035,51013,11013,Spring Hill Public School,Spring Hill,NSW,2800,Government,Primary,School Single Entity,Individual Reporting,https://springhill-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,963,30,40,32,16,12,2,3.6,2,1.5,55,24,31,55,22,2,98,0
2022,43036,50996,10996,Spring Terrace Public School,Spring Terrace,NSW,2798,Government,Primary,School Single Entity,Individual Reporting,https://springterr-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,959,28,55,26,8,12,2,2.6,1,0.9,43,22,21,43,12,2,98,0
2022,43037,51030,11030,Stuart Town Public School,Stuart Town,NSW,2820,Government,Primary,School Single Entity,Individual Reporting,https://stuarttown-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,806,3,85,15,0,0,1,1.6,3,1,14,10,4,14,50,23,77,0
2022,43038,51115,11115,Tibooburra Outback Public School,Tibooburra,NSW,2880,Government,Primary,School Single Entity,Individual Reporting,https://tibooburra-d.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Very Remote,902,11,68,28,4,0,2,1.5,1,1.2,10,1,9,10,10,0,100,0
2022,43039,51055,11055,Tooraweenah Public School,Tooraweenah,NSW,2817,Government,Primary,School Single Entity,Individual Reporting,https://tooraweena-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,965,31,33,38,27,2,2,1.5,1,0.9,9,7,2,9,11,0,100,0
2022,43040,46485,6485,Tottenham Central School,Tottenham,NSW,2873,Government,Combined,School Single Entity,Individual Reporting,https://tottenham-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Remote,974,35,30,37,22,12,8,10.4,5,4,71,36,35,71,17,7,93,0
2022,43041,46455,6455,Trangie Central School,Trangie,NSW,2823,Government,Combined,School Single Entity,Individual Reporting,https://trangie-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,837,4,62,19,12,7,20,24.1,10,8.8,190,96,94,190,56,3,97,0
2022,43042,51104,11104,Trundle Central School,Trundle,NSW,2875,Government,Combined,School Single Entity,Individual Reporting,https://trundle-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,934,19,48,25,19,8,11,15.5,5,5.4,99,42,57,99,25,14,86,0
2022,43043,50990,10990,Trunkey Public School,Trunkey Creek,NSW,2795,Government,Primary,School Single Entity,Individual Reporting,https://trunkey-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,940,21,55,35,4,7,1,1.5,2,0.9,11,5,6,11,9,9,91,0
2022,43044,51103,11103,Tullamore Central School,Tullamore,NSW,2874,Government,Combined,School Single Entity,Individual Reporting,https://tullamore-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-12,Outer Regional,937,20,45,35,18,2,9,10.7,5,3.5,60,31,29,60,18,0,100,0
